"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"217038_at","","","","","","","","","","","","","","","","","","","","",0.687612142857144,4.39170230769231,6.55018567594434,1.37967976405016e-05,0.00966784082782935,3.42894759452587
"209311_at","BCL2-like 2","BCL2L2","599","","","","Homo sapiens mRNA for KIAA0271 gene, partial cds","1944417","D87461","","","","14q11.2-q12","Chromosome 14, NC_000014.8 (23775971..23780968)","protein binding","Sertoli cell proliferation///apoptotic process///negative regulation of apoptotic process///spermatogenesis","cytosol///mitochondrial membrane","GO:0005515","GO:0060011///GO:0006915///GO:0043066///GO:0007283","GO:0005829///GO:0031966",-1.50554238095238,7.04719,-6.54632494189208,1.38837188210986e-05,0.00966784082782935,3.42318536371468
"213465_s_at","protein phosphatase 1, regulatory subunit 7","PPP1R7","5510","","","","KEST72 normal human keratinocytes Homo sapiens cDNA clone S90413.NIH-107-R.ab1 3-, mRNA sequence","12019514","BF718769","","","","2q37.3","Chromosome 2, NC_000002.11 (242089902..242122439)","enzyme regulator activity///protein phosphatase type 1 regulator activity","biological_process///regulation of catalytic activity","cytoplasm///nucleus","GO:0030234///GO:0008599","GO:0008150///GO:0050790","GO:0005737///GO:0005634",-1.58507309523809,6.61564923076923,-6.51861056608016,1.4524839250573e-05,0.00980778766728844,3.38175064582316
"201963_at","acyl-CoA synthetase long-chain family member 1","ACSL1","2180","","","","Homo sapiens acyl-CoA synthetase long-chain family member 1 (ACSL1), mRNA","40807490","NM_001995","","","","4q35","Chromosome 4, NC_000004.11 (185676749..185747215, complement)","ATP binding///long-chain fatty acid-CoA ligase activity///long-chain fatty acid-CoA ligase activity","adiponectin-mediated signaling pathway///alpha-linolenic acid metabolic process///cellular lipid metabolic process///linoleic acid metabolic process///lipid biosynthetic process///long-chain fatty acid import///long-chain fatty acid metabolic process///long-chain fatty-acyl-CoA biosynthetic process///positive regulation of protein serine/threonine kinase activity///response to drug///response to nutrient///response to oleic acid///response to organic cyclic compound///small molecule metabolic process///triglyceride biosynthetic process///unsaturated fatty acid metabolic process///xenobiotic catabolic process","endoplasmic reticulum membrane///integral to membrane///mitochondrial outer membrane///mitochondrion///peroxisomal membrane///plasma membrane","GO:0005524///GO:0004467///GO:0004467","GO:0033211///GO:0036109///GO:0044255///GO:0043651///GO:0008610///GO:0044539///GO:0001676///GO:0035338///GO:0071902///GO:0042493///GO:0007584///GO:0034201///GO:0014070///GO:0044281///GO:0019432///GO:0033559///GO:0042178","GO:0005789///GO:0016021///GO:0005741///GO:0005739///GO:0005778///GO:0005886",-2.32291404761905,6.98285153846154,-6.48424919204993,1.53632272928769e-05,0.00997921981140512,3.33020656323987
"211985_s_at","calmodulin 1 (phosphorylase kinase, delta)","CALM1","801","","","","wb36f12.x1 NCI_CGAP_GC6 Homo sapiens cDNA clone IMAGE:2307791 3-, mRNA sequence","4737709","AI653730","","","","14q32.11","Chromosome 14, NC_000014.8 (90863327..90874619)","","","","","","",-3.20472142857143,6.97342923076923,-6.4719948397601,1.56744017142745e-05,0.00997921981140512,3.31177830866054
"209870_s_at","amyloid beta (A4) precursor protein-binding, family A, member 2","APBA2","321","","","","xx33d04.x1 NCI_CGAP_Ut1 Homo sapiens cDNA clone IMAGE:2839303 3-, mRNA sequence","7236313","AW571582","","","","15q11-q12","Chromosome 15, NC_000015.9 (29213840..29410518)","beta-amyloid binding///protein binding","in utero embryonic development///locomotory behavior///multicellular organism growth///nervous system development///protein transport///regulation of gene expression///synaptic transmission","plasma membrane","GO:0001540///GO:0005515","GO:0001701///GO:0007626///GO:0035264///GO:0007399///GO:0015031///GO:0010468///GO:0007268","GO:0005886",0.881161904761908,6.84194153846154,6.40101832134335,1.76119069607989e-05,0.0103040190471219,3.20456679176286
"202413_s_at","ubiquitin specific peptidase 1","USP1","7398","","","","Homo sapiens ubiquitin specific peptidase 1 (USP1), transcript variant 1, mRNA","63053520","NM_003368","","","","1p31.3","Chromosome 1, NC_000001.10 (62901975..62917475)","cysteine-type endopeptidase activity///protein binding///ubiquitin thiolesterase activity///ubiquitin-specific protease activity///ubiquitin-specific protease activity","DNA repair///monoubiquitinated protein deubiquitination///protein deubiquitination///regulation of DNA repair///response to UV///ubiquitin-dependent protein catabolic process","nucleoplasm///nucleus","GO:0004197///GO:0005515///GO:0004221///GO:0004843///GO:0004843","GO:0006281///GO:0035520///GO:0016579///GO:0006282///GO:0009411///GO:0006511","GO:0005654///GO:0005634",-2.07587785714286,7.61099538461538,-6.38303696206968,1.81416666162216e-05,0.0103040190471219,3.17727658718092
"201078_at","transmembrane 9 superfamily member 2","TM9SF2","9375","","","","Homo sapiens transmembrane 9 superfamily member 2 (TM9SF2), mRNA","410025489","NM_004800","","","","13q32.3","Chromosome 13, NC_000013.10 (100153728..100215276)","","transport","endosome///endosome membrane///integral to plasma membrane","","GO:0006810","GO:0005768///GO:0010008///GO:0005887",-1.96713071428571,8.38758923076923,-6.36730487999652,1.86188924448503e-05,0.0103040190471219,3.15335730997033
"221253_s_at","thioredoxin domain containing 5 (endoplasmic reticulum)///biogenesis of lysosomal organelles complex-1, subunit 5, muted","TXNDC5///BLOC1S5","81567///63915","","","","Homo sapiens thioredoxin domain containing 5 (endoplasmic reticulum) (TXNDC5), transcript variant 1, mRNA","313482856","NM_030810","","","","6p24.3///6p25.1-p24.3","Chromosome 6, NC_000006.11 (7881483..7911047, complement)///Chromosome 6, NC_000006.11 (8013800..8064647, complement)","electron carrier activity///isomerase activity///protein disulfide oxidoreductase activity///protein binding","cell redox homeostasis///cellular membrane organization///glycerol ether metabolic process///negative regulation of apoptotic process///post-Golgi vesicle-mediated transport///anterograde axon cargo transport///anterograde synaptic vesicle transport///endosome to melanosome transport///melanosome organization///melanosome transport///neuron projection development///otolith morphogenesis///positive regulation of pigment cell differentiation","endoplasmic reticulum///endoplasmic reticulum lumen///lysosomal lumen///BLOC-1 complex///transport vesicle","GO:0009055///GO:0016853///GO:0015035///GO:0005515","GO:0045454///GO:0016044///GO:0006662///GO:0043066///GO:0006892///GO:0008089///GO:0048490///GO:0035646///GO:0032438///GO:0032402///GO:0031175///GO:0032474///GO:0050942","GO:0005783///GO:0005788///GO:0043202///GO:0031083///GO:0030133",-1.13713595238095,8.98563230769231,-6.3658057628119,1.86650507120208e-05,0.0103040190471219,3.15107594710665
"214323_s_at","UPF3 regulator of nonsense transcripts homolog A (yeast)","UPF3A","65110","","","","yy35g03.s1 Soares melanocyte 2NbHM Homo sapiens cDNA clone IMAGE:273268 3-, mRNA sequence","1157984","N36842","","","","13q34","Chromosome 13, NC_000013.10 (115047059..115071292)","RNA binding///nucleocytoplasmic transporter activity///nucleotide binding///protein binding","RNA metabolic process///gene expression///mRNA metabolic process///mRNA transport///NOT nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///nucleocytoplasmic transport///positive regulation of translation","cytoplasm///cytoplasm///cytosol///colocalizes_with exon-exon junction complex///colocalizes_with exon-exon junction complex///NOT nucleolus///nucleus///nucleus///plasma membrane","GO:0003723///GO:0005487///GO:0000166///GO:0005515","GO:0016070///GO:0010467///GO:0016071///GO:0051028///NOT GO:0000184///GO:0000184///GO:0000184///GO:0006913///GO:0045727","GO:0005737///GO:0005737///GO:0005829///colocalizes_with GO:0035145///colocalizes_with GO:0035145///NOT GO:0005730///GO:0005634///GO:0005634///GO:0005886",-2.33663047619047,7.04330230769231,-6.35799252301806,1.89075763770645e-05,0.0103040190471219,3.13917985486222
"205133_s_at","heat shock 10kDa protein 1 (chaperonin 10)","HSPE1","3336","","","","Homo sapiens heat shock 10kDa protein 1 (chaperonin 10) (HSPE1), nuclear gene encoding mitochondrial protein, mRNA","209574325","NM_002157","","","","2q33.1","Chromosome 2, NC_000002.11 (198364721..198368187)","ATP binding///chaperone binding///chaperone binding///protein binding///unfolded protein binding","activation of cysteine-type endopeptidase activity involved in apoptotic process///protein folding///response to unfolded protein","mitochondrial matrix///mitochondrion///mitochondrion","GO:0005524///GO:0051087///GO:0051087///GO:0005515///GO:0051082","GO:0006919///GO:0006457///GO:0006986","GO:0005759///GO:0005739///GO:0005739",-1.68267404761904,5.87297692307692,-6.34347143111902,1.93671509948739e-05,0.0103040190471219,3.11704451382298
"206247_at","MHC class I polypeptide-related sequence B","MICB","4277","","","","Homo sapiens MHC class I polypeptide-related sequence B (MICB), mRNA","167857787","NM_005931","","","","6p21.3","Chromosome 6, NC_000006.11 (31465855..31478901)","natural killer cell lectin-like receptor binding","antigen processing and presentation///cytolysis///gamma-delta T cell activation///immune response///immune response-activating cell surface receptor signaling pathway///modulation by virus of host morphology or physiology///negative regulation of defense response to virus by host///regulation of immune response///response to heat///response to oxidative stress///response to retinoic acid","cell surface///integral to membrane///plasma membrane","GO:0046703","GO:0019882///GO:0019835///GO:0046629///GO:0006955///GO:0002429///GO:0019048///GO:0050689///GO:0050776///GO:0009408///GO:0006979///GO:0032526","GO:0009986///GO:0016021///GO:0005886",0.882017619047622,5.20527076923077,6.34177882996916,1.94214782560301e-05,0.0103040190471219,3.11446216923461
"220659_s_at","chromosome 7 open reading frame 43","C7orf43","55262","","","","Homo sapiens chromosome 7 open reading frame 43 (C7orf43), mRNA","34222158","NM_018275","","","","7q22.1","Chromosome 7, NC_000007.13 (99752043..99756302, complement)","","","","","","",0.756068095238096,6.38638307692308,6.30465187549138,2.06542863683758e-05,0.0104944041543221,3.0577025031795
"214789_x_at","serine/arginine-rich splicing factor 8","SRSF8","10929","","","","","","","","","","11q22","Chromosome 11, NC_000011.9 (94800056..94804388)","RNA binding///nucleotide binding///protein binding","RNA splicing///mRNA processing","nucleus","GO:0003723///GO:0000166///GO:0005515","GO:0008380///GO:0006397","GO:0005634",-1.06647714285714,7.94180692307692,-6.28284136662668,2.14165866520155e-05,0.0104944041543221,3.02425485341246
"220607_x_at","negative elongation factor complex member C/D","NELFCD","51497","","","","","","","","","","20q13","Chromosome 20, NC_000020.10 (57556263..57570188)","protein binding","gene expression///negative regulation of transcription, DNA-dependent///positive regulation of viral transcription///transcription elongation from RNA polymerase II promoter///transcription from RNA polymerase II promoter///viral process","NELF complex///nucleoplasm","GO:0005515","GO:0010467///GO:0045892///GO:0050434///GO:0006368///GO:0006366///GO:0016032","GO:0032021///GO:0005654",-1.24137571428571,7.35904307692308,-6.27329156591391,2.17596085289188e-05,0.0104944041543221,3.00958551892373
"201176_s_at","archain 1","ARCN1","372","","","","Homo sapiens archain 1 (ARCN1), transcript variant 1, mRNA","214010210","NM_001655","","","","11q23.3","Chromosome 11, NC_000011.9 (118443102..118473748)","","COPI coating of Golgi vesicle///adult locomotory behavior///cellular membrane organization///cerebellar Purkinje cell layer maturation///intracellular protein transport///pigmentation///retrograde vesicle-mediated transport, Golgi to ER","COPI vesicle coat///clathrin adaptor complex///cytosol///endoplasmic reticulum","","GO:0048205///GO:0008344///GO:0016044///GO:0021691///GO:0006886///GO:0043473///GO:0006890","GO:0030126///GO:0030131///GO:0005829///GO:0005783",-1.34940880952381,7.93045307692308,-6.27236563426641,2.17931727040153e-05,0.0104944041543221,3.00816242342889
"220926_s_at","ER degradation enhancer, mannosidase alpha-like 3","EDEM3","80267","","","","Homo sapiens ER degradation enhancer, mannosidase alpha-like 3 (EDEM3), mRNA","163310724","NM_025191","","","","1q25","Chromosome 1, NC_000001.10 (184659625..184724041, complement)","calcium ion binding///glycoprotein endo-alpha-1,2-mannosidase activity///mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","cellular protein metabolic process///glycoprotein catabolic process///post-translational protein modification///proteasomal ubiquitin-dependent protein catabolic process///protein N-linked glycosylation via asparagine///protein folding///response to unfolded protein","endoplasmic reticulum lumen///endoplasmic reticulum membrane","GO:0005509///GO:0004569///GO:0004571","GO:0044267///GO:0006516///GO:0043687///GO:0043161///GO:0018279///GO:0006457///GO:0006986","GO:0005788///GO:0005789",-0.880143095238095,3.68786153846154,-6.26301666656181,2.21351252189174e-05,0.0104944041543221,2.99378592643849
"201095_at","death-associated protein","DAP","1611","","","","Homo sapiens death-associated protein (DAP), mRNA","149999367","NM_004394","","","","5p15.2","Chromosome 5, NC_000005.9 (10679342..10761387, complement)","death domain binding","activation of cysteine-type endopeptidase activity involved in apoptotic process///apoptotic process///apoptotic signaling pathway///autophagy///cellular response to amino acid starvation///negative regulation of NF-kappaB transcription factor activity///negative regulation of autophagy///negative regulation of transcription, DNA-dependent","","GO:0070513","GO:0006919///GO:0006915///GO:0097190///GO:0006914///GO:0034198///GO:0032088///GO:0010507///GO:0045892","",-1.09992119047619,7.68636692307692,-6.24220407612283,2.29167633446065e-05,0.0106386299501639,2.96173042291946
